10, 10, 1, 3081056
10, 10, 2, 3190920
10, 10, 3, 3369996
10, 10, 4, 3133879
10, 10, 5, 3663652
10, 10, 6, 2790012
10, 10, 7, 2690027
10, 10, 8, 3912967
10, 10, 9, 4149283
10, 10, 10, 3250740
10, 10, 11, 4332401
10, 10, 12, 3639487
10, 10, 13, 4419077
10, 10, 14, 2967568
10, 10, 15, 4722600
10, 10, 16, 4553058
10, 10, 17, 4726865
10, 10, 18, 5060990
10, 10, 19, 4844650
10, 10, 20, 5175226
10, 10, 21, 5060980
10, 10, 22, 4735337
10, 10, 23, 4971782
10, 10, 24, 5257248
10, 10, 25, 5206594
10, 10, 26, 5667487
10, 10, 27, 5636309
10, 10, 28, 5545526
10, 10, 29, 5518014
10, 10, 30, 4713094
10, 10, 31, 5626965
10, 10, 32, 4259218
10, 10, 33, 4610417
10, 10, 34, 5136659
10, 10, 35, 5749721
10, 10, 36, 5794406
10, 10, 37, 5953597
10, 10, 38, 6009859
10, 10, 39, 6078221
10, 10, 40, 6115776
10, 10, 41, 4760699
10, 10, 42, 6454450
10, 10, 43, 6961339
10, 10, 44, 6479180
10, 10, 45, 6560825
10, 10, 46, 6340157
10, 10, 47, 6477876
10, 10, 48, 6922781
10, 10, 49, 6835412
10, 10, 50, 6413873
10, 10, 51, 6497791
10, 10, 52, 7307637
10, 10, 53, 5380251
10, 10, 54, 7498601
10, 10, 55, 7720223
10, 10, 56, 7491256
10, 10, 57, 7618773
10, 10, 58, 6901601
10, 10, 59, 7598717
10, 10, 60, 6784322
10, 10, 61, 7211196
10, 10, 62, 7136202
10, 10, 63, 7303154
10, 10, 64, 8743220
10, 10, 65, 8277385
10, 10, 66, 7904939
10, 10, 67, 8785013
10, 10, 68, 8260780
10, 10, 69, 8338187
10, 10, 70, 8191954
10, 10, 71, 8104790
10, 10, 72, 6643041
10, 10, 73, 8554366
10, 10, 74, 8663999
10, 10, 75, 8945444
10, 10, 76, 7655848
10, 10, 77, 9128387
10, 10, 78, 7989929
10, 10, 79, 9162381
10, 10, 80, 9054188
10, 10, 81, 8141627
10, 10, 82, 6574014
10, 10, 83, 9020636
10, 10, 84, 8886529
10, 10, 85, 8334956
10, 10, 86, 9223607
10, 10, 87, 9393153
10, 10, 88, 7719824
10, 10, 89, 8618224
10, 10, 90, 9330369
10, 10, 91, 8968004
10, 10, 92, 8557983
10, 10, 93, 9273493
10, 10, 94, 8589448
10, 10, 95, 9025400
10, 10, 96, 9550221
10, 10, 97, 9124632
10, 10, 98, 7826107
10, 10, 99, 8546367
10, 10, 100, 9078927
10, 10, 101, 10122613
10, 10, 102, 9399873
10, 10, 103, 10609994
10, 10, 104, 8357665
10, 10, 105, 10733613
10, 10, 106, 11553742
10, 10, 107, 10626073
10, 10, 108, 10443678
10, 10, 109, 10423640
10, 10, 110, 7611085
10, 10, 111, 10642745
10, 10, 112, 10178842
10, 100, 1, 4410436
10, 100, 2, 2607419
10, 100, 3, 3352049
10, 100, 4, 3559513
10, 100, 5, 3553946
10, 100, 6, 3736885
10, 100, 7, 3820968
10, 100, 8, 3773529
10, 100, 9, 3541256
10, 100, 10, 2699310
10, 100, 11, 3928006
10, 100, 12, 3704829
10, 100, 13, 4519806
10, 100, 14, 2999236
