Tasks, Cycles, Workers, Time
100, 100000, 19, 311594748
100, 100000, 20, 313719365
100, 100000, 21, 301767597
100, 100000, 22, 291479568
100, 100000, 23, 283159670
100, 100000, 24, 279812200
100, 100000, 25, 268468018
100, 100000, 26, 254270606
100, 100000, 27, 244271843
100, 100000, 28, 244020510
100, 100000, 29, 236477866
100, 100000, 30, 232118192
100, 100000, 31, 230970191
100, 100000, 32, 227014742
100, 100000, 33, 220257503
100, 100000, 34, 218412232
100, 100000, 35, 217474269
100, 100000, 36, 211480837
100, 100000, 37, 212162592
100, 100000, 38, 206900596
100, 100000, 39, 206212897
100, 100000, 40, 201561408
100, 100000, 41, 201683802
100, 100000, 42, 197642585
100, 100000, 43, 194659833
100, 100000, 44, 193288021
